"","Date","ppt..mm.","tmin..degrees.C.","tmean..degrees.C.","tmax..degrees.C.","tdmean..degrees.C.","vpdmin..hPa.","vpdmax..hPa.","agency_cd","site_no","X_00010_00001","X_00010_00001_cd","X_00010_00003","X_00010_00003_cd","X_00060_00003","X_00060_00003_cd","yr","mo","doy"
"72",2012-07-09,0.69,8.6,19.4,30.3,0.3,5.68,38.04,"USGS","13311000",13.7,"A",10.4,"A",39,"A","2012",7,191
"73",2012-07-10,1.67,8.2,19.3,30.4,2.7,3.25,35.57,"USGS","13311000",15.5,"A",11.2,"A",37.1,"A","2012",7,192
"74",2012-07-11,0,8.4,19.2,29.9,2.1,3.62,36.24,"USGS","13311000",14.5,"A",11.2,"A",35.1,"A","2012",7,193
"75",2012-07-12,0.47,8.2,18.9,29.7,1.2,4.11,35.7,"USGS","13311000",14.8,"A",11.3,"A",33.6,"A","2012",7,194
"76",2012-07-13,0,7.9,19.6,31.3,0,4.99,40.05,"USGS","13311000",11.5,"A",10.1,"A",34.5,"A","2012",7,195
"77",2012-07-14,0.66,9.1,16.8,24.5,4.1,1.97,23.54,"USGS","13311000",12.6,"A",10.1,"A",37.2,"A","2012",7,196
"78",2012-07-15,10.28,6.8,15.8,24.9,7.4,0.24,21.8,"USGS","13311000",14.1,"A",10.9,"A",46.6,"A","2012",7,197
"79",2012-07-16,0.86,7.6,14.8,21.9,5.4,1.44,18.05,"USGS","13311000",11.7,"A",9.7,"A",36.6,"A","2012",7,198
"80",2012-07-17,1.63,6.7,14.3,21.8,5.9,0.77,17.32,"USGS","13311000",14.2,"A",10.4,"A",35.3,"A","2012",7,199
"81",2012-07-18,0,5.3,15.4,25.5,2.6,0.8,25.58,"USGS","13311000",15.6,"A",11.1,"A",32.1,"A","2012",7,200
"82",2012-07-19,0,5.9,16.9,27.9,-1.1,2.74,32.89,"USGS","13311000",15,"A",11.1,"A",29.8,"A","2012",7,201
"83",2012-07-20,0,7.5,18.4,29.3,-1.8,6.66,36.42,"USGS","13311000",14.6,"A",11.3,"A",28.7,"A","2012",7,202
"84",2012-07-21,0,9.6,18.1,26.7,1.3,4.58,28.62,"USGS","13311000",15.8,"A",11.3,"A",27.5,"A","2012",7,203
"85",2012-07-22,0,5.8,16.4,27,-0.7,2.22,30.51,"USGS","13311000",15.6,"A",11.3,"A",26.6,"A","2012",7,204
"86",2012-07-23,0,7,18.2,29.3,0.3,3.84,35.53,"USGS","13311000",15.6,"A",11.5,"A",25.5,"A","2012",7,205
"87",2012-07-24,0,6.7,15.4,24.1,-2.3,5.21,25.53,"USGS","13311000",15.2,"A",10.6,"A",24.9,"A","2012",7,206
"88",2012-07-25,0,3.4,14.3,25.2,-3.6,3.35,27.67,"USGS","13311000",13.3,"A",9.9,"A",24.7,"A","2012",7,207
"89",2012-07-26,0,4.8,15.1,25.4,0.7,4.75,25.95,"USGS","13311000",15.7,"A",11,"A",24.1,"A","2012",7,208
"90",2012-07-27,0,6.8,17.9,29.1,-0.7,4.12,34.76,"USGS","13311000",14.4,"A",11.4,"A",23.2,"A","2012",7,209
"91",2012-07-28,0,10.3,19.5,28.7,1.2,5.98,32.86,"USGS","13311000",16.2,"A",11.6,"A",22.7,"A","2012",7,210
"92",2012-07-29,0,7.3,17.8,28.4,1.4,3.47,32.52,"USGS","13311000",15.2,"A",11.6,"A",22.2,"A","2012",7,211
"93",2012-07-30,0,6.9,17.9,29,0.4,3.68,33.96,"USGS","13311000",16.6,"A",11.9,"A",21.5,"A","2012",7,212
"94",2012-07-31,0,6.9,17.9,28.8,-1.8,4.06,34.34,"USGS","13311000",16.4,"A",11.6,"A",21,"A","2012",7,213
"95",2012-08-01,0,5.7,16.8,27.9,-1.5,3.92,32.13,"USGS","13311000",15.8,"A",11.3,"A",20.5,"A","2012",8,214
"96",2012-08-02,0,5.9,16,26.1,-2.8,4.89,28.99,"USGS","13311000",15.1,"A",10.5,"A",20.3,"A","2012",8,215
"97",2012-08-03,0,4.7,14.4,24,-2.1,3.1,24.84,"USGS","13311000",15.1,"A",10.5,"A",20.2,"A","2012",8,216
"98",2012-08-04,0,4,13.7,23.3,-0.8,2.09,23.28,"USGS","13311000",15.3,"A",10.5,"A",19.7,"A","2012",8,217
"99",2012-08-05,0,3.3,14.9,26.5,-0.7,2.78,28.86,"USGS","13311000",16.3,"A",11.4,"A",19.1,"A","2012",8,218
"100",2012-08-06,0,6.1,18,29.8,0.1,4.57,36.49,"USGS","13311000",16.3,"A",12.1,"A",18.5,"A","2012",8,219
"101",2012-08-07,0,10.3,19,27.8,0.6,6.91,31.1,"USGS","13311000",14,"A",11.2,"A",18.3,"A","2012",8,220
"102",2012-08-08,0,7.8,19.2,30.5,-0.2,6.55,38.11,"USGS","13311000",13.4,"A",10.8,"A",18.1,"A","2012",8,221
"103",2012-08-09,0.81,10.2,19,27.7,3.3,4.68,29.41,"USGS","13311000",16.3,"A",11.7,"A",17.8,"A","2012",8,222
"104",2012-08-10,0,7.5,18.7,29.9,2.2,2.94,35.88,"USGS","13311000",14.1,"A",11,"A",17.4,"A","2012",8,223
"105",2012-08-11,0,8.6,17.7,26.7,2.2,4.71,28.25,"USGS","13311000",16,"A",11.2,"A",17.1,"A","2012",8,224
"106",2012-08-12,0,5.1,16.4,27.8,-3.2,3.37,33.1,"USGS","13311000",15.5,"A",11,"A",16.5,"A","2012",8,225
"107",2012-08-13,0,4.7,16.7,28.7,-4.4,5.42,35.31,"USGS","13311000",15.9,"A",11.1,"A",16,"A","2012",8,226
"108",2012-08-14,0,6.2,17.7,29.3,-4.2,6.52,36.5,"USGS","13311000",15,"A",10.6,"A",15.7,"A","2012",8,227
"109",2012-08-15,0,5.3,16.8,28.2,-4.7,6.47,33.52,"USGS","13311000",15.9,"A",10.9,"A",15.4,"A","2012",8,228
"110",2012-08-16,0,5.6,16.6,27.6,-0.1,4.69,30.78,"USGS","13311000",15.9,"A",11.3,"A",15.2,"A","2012",8,229
"111",2012-08-17,0,5.9,16.7,27.5,-0.7,3.46,31.42,"USGS","13311000",16.1,"A",11.3,"A",14.9,"A","2012",8,230
"112",2012-08-18,0,5,16.7,28.3,-1.4,4.46,33.38,"USGS","13311000",14.9,"A",10.9,"A",14.7,"A","2012",8,231
"113",2012-08-19,0,6.2,17.6,29,-2.2,5.14,35.3,"USGS","13311000",14.2,"A",10.9,"A",14.5,"A","2012",8,232
"114",2012-08-20,2.86,9,18.1,27.2,2.5,3.04,29.76,"USGS","13311000",15,"A",11.7,"A",15,"A","2012",8,233
"115",2012-08-21,0,8.3,17.1,25.9,4,3.18,25.49,"USGS","13311000",13.6,"A",10.7,"A",14.7,"A","2012",8,234
"116",2012-08-22,0,7.4,16.3,25.2,2.6,3.23,24.69,"USGS","13311000",15.2,"A",10.9,"A",14.6,"A","2012",8,235
"117",2012-08-23,0,5.6,15,24.4,-1.7,2.91,25.7,"USGS","13311000",14.6,"A",10.1,"A",14,"A","2012",8,236
"118",2012-08-24,0,3.2,13.6,24.1,-2.8,4.23,24.86,"USGS","13311000",13.7,"A",9.4,"A",13.7,"A","2012",8,237
"119",2012-08-25,0,1.7,11.5,21.4,-9.1,3.89,22.86,"USGS","13311000",13.4,"A",8.6,"A",13.6,"A","2012",8,238
"120",2012-08-26,0,-0.8,12.1,25,-7.2,3.65,28.37,"USGS","13311000",12.9,"A",9.3,"A",13.5,"A","2012",8,239
"121",2012-08-27,0,4.5,15.3,26.1,1.1,3.48,27.45,"USGS","13311000",14.7,"A",10.8,"A",13.4,"A","2012",8,240
"122",2012-08-28,0,8.2,17.4,26.6,1.2,4.33,28.23,"USGS","13311000",14.8,"A",10.5,"A",13.1,"A","2012",8,241
"123",2012-08-29,0,6,16.4,26.8,-5.9,5.29,31.27,"USGS","13311000",13.7,"A",9.6,"A",12.9,"A","2012",8,242
"124",2012-08-30,0,2.6,11.6,20.7,-4.8,3.32,19.94,"USGS","13311000",13.3,"A",8.8,"A",12.9,"A","2012",8,243
"125",2012-08-31,0,-0.1,12,24.1,-5.9,2.43,26.48,"USGS","13311000",12.1,"A",8.6,"A",12.8,"A","2012",8,244
"231",2013-06-01,0,-3.3,5.6,14.4,-5.5,0.72,12.32,"USGS","13311000",9.8,"A",5.7,"A",84.9,"A","2013",6,152
"232",2013-06-02,0,-2.4,7.8,17.9,-4.1,1.2,15.86,"USGS","13311000",7.6,"A",5.4,"A",89.3,"A","2013",6,153
"233",2013-06-03,0.58,-0.4,7.2,14.8,-2.5,1.33,11.19,"USGS","13311000",9,"A",5.5,"A",88.2,"A","2013",6,154
"234",2013-06-04,0,-2.1,7.1,16.2,-3.7,0.76,14.11,"USGS","13311000",10.4,"A",6.3,"A",88.1,"A","2013",6,155
"235",2013-06-05,0,-1,9.4,19.8,-2.7,1,18.43,"USGS","13311000",11.2,"A",6.9,"A",91.2,"A","2013",6,156
"236",2013-06-06,0,0.5,11.3,22.1,-0.5,1.21,20.84,"USGS","13311000",11.1,"A",7.4,"A",96.5,"A","2013",6,157
"237",2013-06-07,0,3.9,14,24.1,0.9,1.73,23.68,"USGS","13311000",11.8,"A",7.9,"A",100,"A","2013",6,158
"238",2013-06-08,0,4.6,14.2,23.9,-0.1,2.62,24.13,"USGS","13311000",11.8,"A",7.9,"A",98.4,"A","2013",6,159
"239",2013-06-09,0,2.7,13.1,23.5,-2.5,2.01,23.9,"USGS","13311000",12.5,"A",8.3,"A",93.7,"A","2013",6,160
"240",2013-06-10,0,4.2,14.2,24.2,-1.1,3.44,25.01,"USGS","13311000",12.6,"A",8.6,"A",88.6,"A","2013",6,161
"241",2013-06-11,0,4.6,15.1,25.6,-0.9,2.83,26.57,"USGS","13311000",11.1,"A",8.6,"A",82.6,"A","2013",6,162
"242",2013-06-12,0,5.1,12.8,20.4,-0.5,2.98,17.93,"USGS","13311000",12.1,"A",8.3,"A",75.5,"A","2013",6,163
"243",2013-06-13,2.48,1.5,10.6,19.8,-1.8,0.53,18.66,"USGS","13311000",8.8,"A",7.1,"A",76.2,"A","2013",6,164
"244",2013-06-14,1.64,0.2,6.4,12.6,-1.1,0.36,9.39,"USGS","13311000",9,"A",6.3,"A",67.5,"A","2013",6,165
"245",2013-06-15,0.05,-1.6,6,13.5,-3.8,0.44,11.22,"USGS","13311000",11.6,"A",7.1,"A",60.8,"A","2013",6,166
"246",2013-06-16,0,-2.8,8.9,20.6,-5.7,0.61,20.66,"USGS","13311000",11.8,"A",7.9,"A",55.9,"A","2013",6,167
"247",2013-06-17,0,0.9,12.8,24.7,-5,1.84,27.58,"USGS","13311000",12,"A",8.4,"A",52.3,"A","2013",6,168
"248",2013-06-18,0,3.2,13.7,24.2,-3.4,4.22,25.58,"USGS","13311000",13.4,"A",9.1,"A",49.5,"A","2013",6,169
"249",2013-06-19,3.58,5.1,13.9,22.8,-0.7,1.37,22.74,"USGS","13311000",9,"A",7.5,"A",53.8,"A","2013",6,170
"250",2013-06-20,6.47,-0.6,4.3,9.1,0.1,0.23,4.69,"USGS","13311000",8.6,"A",6.2,"A",51.1,"A","2013",6,171
"251",2013-06-21,1.56,-2.1,4.2,10.6,-2.5,0.41,8.14,"USGS","13311000",7.4,"A",5.4,"A",47.1,"A","2013",6,172
"252",2013-06-22,4.22,-2.8,3.8,10.4,-1.4,0.22,7.4,"USGS","13311000",8.2,"A",6.1,"A",47.9,"A","2013",6,173
"253",2013-06-23,0,-0.3,7.6,15.5,-0.2,0.33,11.73,"USGS","13311000",9.1,"A",6.7,"A",43.7,"A","2013",6,174
"254",2013-06-24,2.99,-0.1,9.6,19.3,1.3,0.46,16.15,"USGS","13311000",9.1,"A",7.7,"A",43.5,"A","2013",6,175
"255",2013-06-25,5.86,6.1,10.3,14.6,4.6,0.87,9.39,"USGS","13311000",8.5,"A",7.3,"A",52.5,"A","2013",6,176
"256",2013-06-26,15.08,6,8.8,11.7,5.9,0.53,4.88,"USGS","13311000",9.4,"A",7.9,"A",58.1,"A","2013",6,177
"257",2013-06-27,3.58,6,11.3,16.6,6.9,0.27,8.55,"USGS","13311000",14.4,"A",9.7,"A",46.5,"A","2013",6,178
"258",2013-06-28,0,5.8,15.8,25.8,3.3,0.79,26.44,"USGS","13311000",15.2,"A",10.5,"A",41.9,"A","2013",6,179
"259",2013-06-29,0,6.2,18.1,29.9,2.7,2.64,35.69,"USGS","13311000",15.8,"A",11.5,"A",39.3,"A","2013",6,180
"260",2013-06-30,0,9.8,20.1,30.4,6,2.63,35.2,"USGS","13311000",16.7,"A",12.1,"A",37.2,"A","2013",6,181
"261",2013-07-01,0,10.7,20.7,30.7,4.4,3.73,37.13,"USGS","13311000",16.6,"A",12.4,"A",35.2,"A","2013",7,182
"262",2013-07-02,0,11.5,22.3,33.2,5,6.52,43.01,"USGS","13311000",17.1,"A",12.9,"A",33.4,"A","2013",7,183
"263",2013-07-03,0,13.2,22.8,32.4,6.4,6.37,39.39,"USGS","13311000",16.6,"A",12.8,"A",32.1,"A","2013",7,184
"264",2013-07-04,0,11.6,20.2,28.8,6.7,4.08,30.16,"USGS","13311000",14.8,"A",11.4,"A",31.1,"A","2013",7,185
"265",2013-07-05,0,9.1,17.8,26.4,2.9,3.92,27.71,"USGS","13311000",14.6,"A",10.9,"A",30.1,"A","2013",7,186
"266",2013-07-06,1.56,5.9,15,24,1.1,3.33,22.61,"USGS","13311000",14.4,"A",10.4,"A",28.9,"A","2013",7,187
"267",2013-07-07,0,3.5,14.4,25.2,-0.5,2.65,26.37,"USGS","13311000",15.6,"A",10.9,"A",27.7,"A","2013",7,188
"268",2013-07-08,0,5.4,16,26.7,-0.1,4.15,29.08,"USGS","13311000",15.7,"A",11.1,"A",26.6,"A","2013",7,189
"269",2013-07-09,0,6.8,15.9,24.9,-1.1,4.51,26.57,"USGS","13311000",15.8,"A",10.9,"A",25.7,"A","2013",7,190
"270",2013-07-10,0,4.4,15.9,27.4,-2.3,3.19,32.21,"USGS","13311000",15.1,"A",11,"A",24.8,"A","2013",7,191
"271",2013-07-11,0,6.6,18.1,29.6,-1.3,5.44,36.21,"USGS","13311000",12.8,"A",10.4,"A",24.4,"A","2013",7,192
"272",2013-07-12,0,6.7,14.2,21.8,1.8,2.22,19.43,"USGS","13311000",14.9,"A",10.6,"A",24,"A","2013",7,193
"273",2013-07-13,0,5.4,14.6,23.8,-0.6,2.06,24.06,"USGS","13311000",15.4,"A",10.7,"A",23,"A","2013",7,194
"274",2013-07-14,0,4.3,13.7,23.1,-2.8,3.43,23.58,"USGS","13311000",15.7,"A",10.8,"A",22.2,"A","2013",7,195
"275",2013-07-15,0,4.1,15.2,26.3,-4.1,4.29,30.02,"USGS","13311000",15.7,"A",11,"A",21.4,"A","2013",7,196
"276",2013-07-16,0,5.4,17.3,29.2,-2.9,5.36,36.14,"USGS","13311000",14,"A",11,"A",22.6,"A","2013",7,197
"277",2013-07-17,7.99,8.6,18.7,28.8,6.7,1.12,30.81,"USGS","13311000",17.4,"A",12.5,"A",23.2,"A","2013",7,198
"278",2013-07-18,0,8.9,18.1,27.3,2.2,2.35,29.64,"USGS","13311000",16.8,"A",12,"A",20.8,"A","2013",7,199
"279",2013-07-19,0,6.4,17.3,28.2,-2.2,3.85,33.62,"USGS","13311000",16.9,"A",12,"A",19.9,"A","2013",7,200
"280",2013-07-20,0,6.2,17.9,29.6,-2.4,4.87,36.87,"USGS","13311000",16.8,"A",12,"A",19.7,"A","2013",7,201
"281",2013-07-21,0,6.7,17.9,29.1,-3.9,5.32,36.28,"USGS","13311000",16.6,"A",11.6,"A",19.2,"A","2013",7,202
"282",2013-07-22,0,5.2,17,28.8,-8.2,6.04,36.69,"USGS","13311000",16.1,"A",11.1,"A",18.3,"A","2013",7,203
"283",2013-07-23,0,5.1,16.7,28.3,-8.7,6.31,36.01,"USGS","13311000",16.4,"A",11.3,"A",17.9,"A","2013",7,204
"284",2013-07-24,0,4.4,17.1,29.9,-7.1,5.82,39.22,"USGS","13311000",15.9,"A",11.8,"A",17.5,"A","2013",7,205
"285",2013-07-25,0,7.9,18.5,29.1,-3.2,6.05,35.9,"USGS","13311000",13.4,"A",10.7,"A",17.3,"A","2013",7,206
"286",2013-07-26,0,7.3,17.9,28.5,-0.9,5.2,33.07,"USGS","13311000",15,"A",11.3,"A",17,"A","2013",7,207
"287",2013-07-27,0,7.5,18,28.4,0.2,5.28,32.23,"USGS","13311000",14.4,"A",11.3,"A",16.6,"A","2013",7,208
"288",2013-07-28,0,7.6,17.1,26.5,-2.1,5.4,29.33,"USGS","13311000",15.1,"A",10.9,"A",16.2,"A","2013",7,209
"289",2013-07-29,0,4.5,14.3,24.1,-5.9,4.54,26.1,"USGS","13311000",13.5,"A",9.9,"A",15.8,"A","2013",7,210
"290",2013-07-30,0,2.9,13.1,23.3,-5,4.52,24.45,"USGS","13311000",15,"A",10.8,"A",15.4,"A","2013",7,211
"291",2013-07-31,0,7.4,16.6,25.7,-4.3,5.88,28.74,"USGS","13311000",14.3,"A",10.5,"A",15.2,"A","2013",7,212
"292",2013-08-01,0,6.1,16.2,26.2,0.4,6.57,27.67,"USGS","13311000",13.2,"A",10.5,"A",16.4,"A","2013",8,213
"293",2013-08-02,5.86,3.9,12.5,21.2,3.4,1.28,13.84,"USGS","13311000",13.6,"A",9.7,"A",16.4,"A","2013",8,214
"294",2013-08-03,0,1.8,10.7,19.7,-0.9,0.82,17.5,"USGS","13311000",14.9,"A",10,"A",15.3,"A","2013",8,215
"295",2013-08-04,0,1.6,12.2,22.7,-2.9,2.1,23.72,"USGS","13311000",15.1,"A",10.3,"A",14.6,"A","2013",8,216
"296",2013-08-05,0,2.9,14.2,25.4,-3.3,3.17,28.28,"USGS","13311000",15.5,"A",10.8,"A",14.2,"A","2013",8,217
"297",2013-08-06,0,4.5,15.7,26.9,-1.3,3.89,30,"USGS","13311000",16.1,"A",11.4,"A",13.9,"A","2013",8,218
"298",2013-08-07,0,5.5,15.9,26.3,-2.3,3.81,29.85,"USGS","13311000",16,"A",11.2,"A",13.6,"A","2013",8,219
"299",2013-08-08,0,4.8,16.3,27.8,-3.3,4.96,33.28,"USGS","13311000",13.7,"A",10.4,"A",13.6,"A","2013",8,220
"300",2013-08-09,0.21,7.6,17.4,27.1,0.6,4.57,30.43,"USGS","13311000",13.8,"A",10.4,"A",13.9,"A","2013",8,221
"301",2013-08-10,0.54,7.5,17,26.5,0.7,3.23,28.42,"USGS","13311000",14,"A",10.5,"A",13.8,"A","2013",8,222
"302",2013-08-11,0,6.8,16.4,26.1,-1.8,3.03,29.18,"USGS","13311000",13.2,"A",10.3,"A",13.4,"A","2013",8,223
"303",2013-08-12,0,7.3,15.8,24.4,-0.4,4.58,24.66,"USGS","13311000",12.1,"A",9.7,"A",13.4,"A","2013",8,224
"304",2013-08-13,1.74,5.6,15.9,26.2,0,3.93,28.86,"USGS","13311000",14.2,"A",10.5,"A",13.5,"A","2013",8,225
"305",2013-08-14,0,7.4,16.7,26,-0.7,3.77,28.62,"USGS","13311000",15.3,"A",10.9,"A",12.9,"A","2013",8,226
"306",2013-08-15,0,5,16.2,27.4,-3.8,4.82,32.14,"USGS","13311000",16,"A",11.2,"A",12.5,"A","2013",8,227
"307",2013-08-16,0,5.9,17.9,29.9,-6.1,7.11,38.62,"USGS","13311000",15.9,"A",11.3,"A",12.3,"A","2013",8,228
"308",2013-08-17,0,6.2,17.4,28.5,-3.5,6.45,34.32,"USGS","13311000",15.2,"A",11,"A",12.2,"A","2013",8,229
"309",2013-08-18,0,5.6,16.5,27.5,-1.3,5.53,31.67,"USGS","13311000",16.2,"A",11.5,"A",12,"A","2013",8,230
"310",2013-08-19,0,6.2,16.9,27.5,-0.4,5.14,30.93,"USGS","13311000",16.2,"A",11.5,"A",11.9,"A","2013",8,231
"311",2013-08-20,0,6,17.2,28.4,-1.7,5.4,33.57,"USGS","13311000",16.1,"A",11.4,"A",11.8,"A","2013",8,232
"312",2013-08-21,0,5.8,16.9,27.9,-1.5,5.67,32.29,"USGS","13311000",15.8,"A",11.4,"A",11.7,"A","2013",8,233
"313",2013-08-22,0.7,5.5,16.5,27.5,0.4,4.5,30.69,"USGS","13311000",14.2,"A",11.5,"A",12.1,"A","2013",8,234
"314",2013-08-23,0.74,8.5,17.1,25.8,4.2,1.8,25.15,"USGS","13311000",15.3,"A",11.5,"A",12.6,"A","2013",8,235
"315",2013-08-24,0,6.3,14.7,23.2,1.8,1.52,22.16,"USGS","13311000",13.8,"A",10.4,"A",12,"A","2013",8,236
"316",2013-08-25,3.62,4.2,14.2,24.2,2.4,1.28,23.92,"USGS","13311000",13.6,"A",10.6,"A",12.1,"A","2013",8,237
"317",2013-08-26,2,5.6,14.8,24,3.8,1.51,22.36,"USGS","13311000",14.2,"A",10.6,"A",11.9,"A","2013",8,238
"318",2013-08-27,0,5.4,14.1,22.8,1.4,2.03,21.56,"USGS","13311000",13.7,"A",10.4,"A",11.7,"A","2013",8,239
"319",2013-08-28,2.13,5.2,15.4,25.5,3.1,3.69,25.7,"USGS","13311000",14.1,"A",10.9,"A",11.8,"A","2013",8,240
"320",2013-08-29,1.52,8.2,16.1,24,5.8,1.14,21.44,"USGS","13311000",14.1,"A",11,"A",11.5,"A","2013",8,241
"321",2013-08-30,0,7.7,16.7,25.6,3.6,3.55,24.66,"USGS","13311000",15.2,"A",10.9,"A",11.2,"A","2013",8,242
"322",2013-08-31,0,6,15.5,25.1,-1.3,4.69,27.14,"USGS","13311000",15.2,"A",10.7,"A",10.7,"A","2013",8,243
"410",2014-06-01,0,0.4,9.6,18.8,-4.1,0.93,17.78,"USGS","13311000",7.3,"A",4.9,"A",175,"A","2014",6,152
"411",2014-06-02,0,-1,8.7,18.4,-3.4,0.68,16.89,"USGS","13311000",7.7,"A",5.2,"A",171,"A","2014",6,153
"412",2014-06-03,0,-0.8,10.5,21.8,-3.2,1.31,21.9,"USGS","13311000",8.8,"A",5.7,"A",177,"A","2014",6,154
